Survey Year,UNITID,OPE ID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Type of Varsity Sports Teams,Archery Male Assistant Coach FT Coaching Duties,Archery Male Assistant Coach PT Coaching Duties,Archery Female Assistant Coach FT Coaching Duties,Archery Female Assistant Coach PT Coaching Duties,Archery Total,Badminton Male Assistant Coach FT Coaching Duties,Badminton Male Assistant Coach PT Coaching Duties,Badminton Female Assistant Coach FT Coaching Duties,Badminton Female Assistant Coach PT Coaching Duties,Badminton Total,Baseball Male Assistant Coach FT Coaching Duties,Baseball Male Assistant Coach PT Coaching Duties,Baseball Female Assistant Coach FT Coaching Duties,Baseball Female Assistant Coach PT Coaching Duties,Baseball Total,Basketball Male Assistant Coach FT Coaching Duties,Basketball Male Assistant Coach PT Coaching Duties,Basketball Female Assistant Coach FT Coaching Duties,Basketball Female Assistant Coach PT Coaching Duties,Basketball Total,Beach Volleyball Male Assistant Coach FT Coaching Duties,Beach Volleyball Male Assistant Coach PT Coaching Duties,Beach Volleyball Female Assistant Coach FT Coaching Duties,Beach Volleyball Female Assistant Coach PT Coaching Duties,Beach Volleyball Total,Bowling Male Assistant Coach FT Coaching Duties,Bowling Male Assistant Coach PT Coaching Duties,Bowling Female Assistant Coach FT Coaching Duties,Bowling Female Assistant Coach PT Coaching Duties,Bowling Total,All Track Combined Male Assistant Coach FT Coaching Duties,All Track Combined Male Assistant Coach PT Coaching Duties,All Track Combined Female Assistant Coach FT Coaching Duties,All Track Combined Female Assistant Coach PT Coaching Duties,All Track Combined Total,Diving Male Assistant Coach FT Coaching Duties,Diving Male Assistant Coach PT Coaching Duties,Diving Female Assistant Coach FT Coaching Duties,Diving Female Assistant Coach PT Coaching Duties,Diving Total,Equestrian Male Assistant Coach FT Coaching Duties,Equestrian Male Assistant Coach PT Coaching Duties,Equestrian Female Assistant Coach FT Coaching Duties,Equestrian Female Assistant Coach PT Coaching Duties,Equestrian Total,Fencing Male Assistant Coach FT Coaching Duties,Fencing Male Assistant Coach PT Coaching Duties,Fencing Female Assistant Coach FT Coaching Duties,Fencing Female Assistant Coach PT Coaching Duties,Fencing Total,Field Hockey Male Assistant Coach FT Coaching Duties,Field Hockey Male Assistant Coach PT Coaching Duties,Field Hockey Female Assistant Coach FT Coaching Duties,Field Hockey Female Assistant Coach PT Coaching Duties,Field Hockey Total,Football Male Assistant Coach FT Coaching Duties,Football Male Assistant Coach PT Coaching Duties,Football Female Assistant Coach FT Coaching Duties,Football Female Assistant Coach PT Coaching Duties,Football Total,Golf Male Assistant Coach FT Coaching Duties,Golf Male Assistant Coach PT Coaching Duties,Golf Female Assistant Coach FT Coaching Duties,Golf Female Assistant Coach PT Coaching Duties,Golf Total,Gymnastics Male Assistant Coach FT Coaching Duties,Gymnastics Male Assistant Coach PT Coaching Duties,Gymnastics Female Assistant Coach FT Coaching Duties,Gymnastics Female Assistant Coach PT Coaching Duties,Gymnastics Total,Ice Hockey Male Assistant Coach FT Coaching Duties,Ice Hockey Male Assistant Coach PT Coaching Duties,Ice Hockey Female Assistant Coach FT Coaching Duties,Ice Hockey Female Assistant Coach PT Coaching Duties,Ice Hockey Total,Lacrosse Male Assistant Coach FT Coaching Duties,Lacrosse Male Assistant Coach PT Coaching Duties,Lacrosse Female Assistant Coach FT Coaching Duties,Lacrosse Female Assistant Coach PT Coaching Duties,Lacrosse Total,Rifle Male Assistant Coach FT Coaching Duties,Rifle Male Assistant Coach PT Coaching Duties,Rifle Female Assistant Coach FT Coaching Duties,Rifle Female Assistant Coach PT Coaching Duties,Rifle Total,Rodeo Male Assistant Coach FT Coaching Duties,Rodeo Male Assistant Coach PT Coaching Duties,Rodeo Female Assistant Coach FT Coaching Duties,Rodeo Female Assistant Coach PT Coaching Duties,Rodeo Total,Rowing Male Assistant Coach FT Coaching Duties,Rowing Male Assistant Coach PT Coaching Duties,Rowing Female Assistant Coach FT Coaching Duties,Rowing Female Assistant Coach PT Coaching Duties,Rowing Total,Sailing Male Assistant Coach FT Coaching Duties,Sailing Male Assistant Coach PT Coaching Duties,Sailing Female Assistant Coach FT Coaching Duties,Sailing Female Assistant Coach PT Coaching Duties,Sailing Total,Skiing Male Assistant Coach FT Coaching Duties,Skiing Male Assistant Coach PT Coaching Duties,Skiing Female Assistant Coach FT Coaching Duties,Skiing Female Assistant Coach PT Coaching Duties,Skiing Total,Soccer Male Assistant Coach FT Coaching Duties,Soccer Male Assistant Coach PT Coaching Duties,Soccer Female Assistant Coach FT Coaching Duties,Soccer Female Assistant Coach PT Coaching Duties,Soccer Total,Softball Male Assistant Coach FT Coaching Duties,Softball Male Assistant Coach PT Coaching Duties,Softball Female Assistant Coach FT Coaching Duties,Softball Female Assistant Coach PT Coaching Duties,Softball Total,Squash Male Assistant Coach FT Coaching Duties,Squash Male Assistant Coach PT Coaching Duties,Squash Female Assistant Coach FT Coaching Duties,Squash Female Assistant Coach PT Coaching Duties,Squash Total,Swimming and Diving Male Assistant Coach FT Coaching Duties,Swimming and Diving Male Assistant Coach PT Coaching Duties,Swimming and Diving Female Assistant Coach FT Coaching Duties,Swimming and Diving Female Assistant Coach PT Coaching Duties,Swimming and Diving Total,Swimming Male Assistant Coach FT Coaching Duties,Swimming Male Assistant Coach PT Coaching Duties,Swimming Female Assistant Coach FT Coaching Duties,Swimming Female Assistant Coach PT Coaching Duties,Swimming Total,Synchronized Swimming Male Assistant Coach FT Coaching Duties,Synchronized Swimming Male Assistant Coach PT Coaching Duties,Synchronized Swimming Female Assistant Coach FT Coaching Duties,Synchronized Swimming Female Assistant Coach PT Coaching Duties,Synchronized Swimming Total,Table Tennis Male Assistant Coach FT Coaching Duties,Table Tennis Male Assistant Coach PT Coaching Duties,Table Tennis Female Assistant Coach FT Coaching Duties,Table Tennis Female Assistant Coach PT Coaching Duties,Table Tennis Total,Team Handball Male Assistant Coach FT Coaching Duties,Team Handball Male Assistant Coach PT Coaching Duties,Team Handball Female Assistant Coach FT Coaching Duties,Team Handball Female Assistant Coach PT Coaching Duties,Team Handball Total,Tennis Male Assistant Coach FT Coaching Duties,Tennis Male Assistant Coach PT Coaching Duties,Tennis Female Assistant Coach FT Coaching Duties,Tennis Female Assistant Coach PT Coaching Duties,Tennis Total,Track and Field Indoor Male Assistant Coach FT Coaching Duties,Track and Field Indoor Male Assistant Coach PT Coaching Duties,Track and Field Indoor Female Assistant Coach FT Coaching Duties,Track and Field Indoor Female Assistant Coach PT Coaching Duties,Track and Field Indoor Total,Track and Field Outdoor Male Assistant Coach FT Coaching Duties,Track and Field Outdoor Male Assistant Coach PT Coaching Duties,Track and Field Outdoor Female Assistant Coach FT Coaching Duties,Track and Field Outdoor Female Assistant Coach PT Coaching Duties,Track and Field Outdoor Total,Track and Field X Country Male Assistant Coach FT Coaching Duties,Track and Field X Country Male Assistant Coach PT Coaching Duties,Track and Field X Country Female Assistant Coach FT Coaching Duties,Track and Field X Country Female Assistant Coach PT Coaching Duties,Track and Field X Country Total,Volleyball Male Assistant Coach FT Coaching Duties,Volleyball Male Assistant Coach PT Coaching Duties,Volleyball Female Assistant Coach FT Coaching Duties,Volleyball Female Assistant Coach PT Coaching Duties,Volleyball Total,Water Polo Male Assistant Coach FT Coaching Duties,Water Polo Male Assistant Coach PT Coaching Duties,Water Polo Female Assistant Coach FT Coaching Duties,Water Polo Female Assistant Coach PT Coaching Duties,Water Polo Total,	Weight Lifting Male Assistant Coach FT Coaching Duties,Weight Lifting Male Assistant Coach PT Coaching Duties,Weight Lifting Female Assistant Coach FT Coaching Duties,Weight Lifting Female Assistant Coach PT Coaching Duties,Weight Lifting Total,Wrestling Male Assistant Coach FT Coaching Duties,Wrestling Male Assistant Coach PT Coaching Duties,Wrestling Female Assistant Coach FT Coaching Duties,Wrestling Female Assistant Coach PT Coaching Duties,Wrestling Total,Other Sports Male Assistant Coach FT Coaching Duties,Other Sports Male Assistant Coach PT Coaching Duties,Other Sports Female Assistant Coach FT Coaching Duties,Other Sports Female Assistant Coach PT Coaching Duties,Other Sports Total,Total Male Assistant Coach FT Coaching Duties,Total Male Assistant Coach PT Coaching Duties,Total Female Assistant Coach FT Coaching Duties,Total Female Assistant Coach PT Coaching Duties,Total Assistant Coaches
2010,198419,00292000,Duke University,NC,NCAA Division I-A,,1,NCAA,3335,3203,6538,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,2,,1,,3,,,,,,,,,,,1,,,,1,1,,1,,2,,,,,,,,1,,1,,,,,,,,,,,1,,1,,2,,,,,,,,,,,1,,1,,2,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,9,1,10,1,21
2010,199120,00297400,University of North Carolina at Chapel Hill,NC,NCAA Division I-A,,1,NCAA,7126,10331,17457,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,7,,2,9,,,,,,,,,,,,3,,,3,2,,,1,3,,,,,,,,1,1,2,,,1,,1,,,,,,1,,1,1,3,,,,,,,,,,,1,,1,1,3,,,,,,,,,,,2,,,1,3,,,2,,2,,,,,,,5,,1,6,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,1,1,1,,3,,,,,,,,,,,,,,,,,,,,,8,17,10,8,43
2011,198419,00292000,Duke University,NC,NCAA Division I-A,,1,NCAA,3270,3256,6526,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,2,,1,3,,,,,,,,,,,1,1,,,2,1,,1,,2,,,,,,,,1,,1,,,,,,,,,,,1,,1,,2,,,,,,,,,,,1,,1,,2,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,8,4,8,2,22
2011,199120,00297400,University of North Carolina at Chapel Hill,NC,NCAA Division I-A,,1,NCAA,7212,10174,17386,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,6,,2,8,,,,,,,,,,,,3,,,3,2,,,1,3,,,,,,,,1,,1,,,1,,1,,,,,,1,,1,1,3,,,,,,,,,,,1,,1,1,3,,,,,,,,,,,2,,,1,3,1,,1,1,3,,,,,,,5,,2,7,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,1,,1,1,3,,,,,,,,,,,,,,,,,,,,,9,15,9,10,43
2012,198419,00292000,Duke University,NC,NCAA Division I-A,,1,NCAA,3246,3238,6484,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,3,,1,4,,,,,,,,,,,,2,,,2,1,,1,,2,,,,,,,,1,,1,,,,,,,,,,,,,2,,2,,,,,,,,,,,1,,1,,2,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,6,6,9,2,23
2012,199120,00297400,University of North Carolina at Chapel Hill,NC,NCAA Division I-A,,1,NCAA,7265,10241,17506,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,4,,2,6,,,,,,,,,,,,2,,,2,2,,,1,3,,,,,,,,1,,1,,,1,,1,,,,,,1,,1,1,3,,,,,,,,,,,,,2,1,3,,,,,,,,,,,2,1,,1,4,1,,1,1,3,,,,,,,3,,3,6,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,1,1,,3,,,,,,,,,,,,,,,,,,,,,8,11,10,10,39
2013,198419,00292000,Duke University,NC,NCAA Division I-A,,1,NCAA,3230,3265,6495,Women's Team,,,,,,,,,,,,,,,,2,,1,,3,,,,,,,,,,,,3,,1,4,,,,,,,,,,,,2,,,2,1,,1,,2,,,,,,,,1,,1,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,6,7,9,2,24
2013,199120,00297400,University of North Carolina at Chapel Hill,NC,NCAA Division I-A,,1,NCAA,7284,10235,17519,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,5,,3,8,,,,,,,,,,,,2,,,2,2,1,,,3,,,,,,,,1,,1,,,1,,1,,,,,,1,,1,1,3,,,,,,,,,,,,,2,1,3,,,,,,,,,,,2,1,,,3,1,,1,1,3,,,,,,,3,,1,4,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,1,,1,1,3,,,,,,,,,,,,,,,,,,,,,8,12,10,9,39
2014,198419,00292000,Duke University,NC,NCAA Division I-A,,1,NCAA,3257,3214,6471,Women's Team,,,,,,,,,,,,,,,,2,,1,,3,,,,,,,,,,,,2,,2,4,,,,,,,,,,,,2,,,2,1,,1,,2,,,,,,1,,,,1,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,7,6,8,3,24
2014,199120,00297400,University of North Carolina at Chapel Hill,NC,NCAA Division I-A,,1,NCAA,7352,10174,17526,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,5,,3,8,,,,,,,,,,,,2,,,2,1,1,1,,3,,,,,,,,1,,1,,,1,1,2,,,,,,1,,1,1,3,,,,,,,,,,,1,,1,,2,,,,,,,,,,,2,1,,,3,,,2,1,3,,,,,,,5,,1,6,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,1,,1,1,3,,,,,,,,,,,,,,,,,,,,,7,14,11,9,41
2015,198419,00292000,Duke University,NC,NCAA Division I-A,,1,NCAA,3319,3166,6485,Women's Team,,,,,,,,,,,,,,,,2,,1,,3,,,,,,,,,,,,2,,2,4,,,,,,,,,,,,2,,,2,1,,1,,2,,,,,,1,,,,1,,,,,,,,,,,,,2,,2,,,,,,,,,,,2,,,,2,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,9,6,6,3,24
2015,199120,00297400,University of North Carolina at Chapel Hill,NC,NCAA Division I-A,,1,NCAA,7295,10311,17606,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,10,,3,13,,,,,,,,,,,,4,,,4,1,1,1,,3,,,,,,,,1,1,2,,,1,1,2,,,,,,1,,1,1,3,,,,,,,,,,,1,,1,3,5,,,,,,,,,,,2,1,,,3,,,2,1,3,,,,,,,4,,1,5,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,7,21,11,13,52
2016,198419,00292000,Duke University,NC,NCAA Division I-FBS,,1,NCAA,3259,3190,6449,Women's Team,,,,,,,,,,,,,,,,2,,1,,3,,,,,,,,,,,,2,,2,4,,,,,,,,,,,,2,,,2,1,,1,,2,,,,,,1,,,,1,,,,,,,,,,,1,,1,,2,,,,,,,,,,,2,,,,2,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,10,5,5,3,23
2016,199120,00297400,University of North Carolina at Chapel Hill,NC,NCAA Division I-FBS,,1,NCAA,7361,10467,17828,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,6,,3,9,,,,,,,,,,,,2,,,2,1,,1,,2,,,,,,,,1,,1,,,1,,1,,,,,,1,,1,1,3,,,,,,,,,,,1,,1,,2,,,,,,,,,,,2,1,,,3,,,2,1,3,,,,,,,3,,1,4,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,1,1,1,,3,,,,,,,,,,,,,,,,,,,,,7,14,11,6,38
2017,198419,00292000,Duke University,NC,NCAA Division I-FBS,,1,NCAA,3261,3275,6536,Women's Team,,,,,,,,,,,,,,,,2,,1,,3,,,,,,,,,,,,4,,1,5,,,,,,,,,,,,2,,,2,1,,1,,2,,,,,,1,,,,1,,,,,,,,,,,,,2,,2,,,,,,,,,,,1,,2,,3,,,,,,,,,,,1,,1,,2,,,2,,2,,,,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,8,8,10,2,28
2017,199120,00297400,University of North Carolina at Chapel Hill,NC,NCAA Division I-FBS,,1,NCAA,7464,10811,18275,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,5,,3,8,,,,,,,,,,,,2,,,2,2,,,1,3,,,,,,,1,1,,2,,,2,,2,,,,,,2,,,1,3,,,,,,,,,,,2,,1,,3,,,,,,,,,,,2,1,,,3,,,2,1,3,,,,,,,5,,2,7,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,1,1,1,,3,,,,,,,,,,,,,,,,,,,,,10,15,10,9,44
2018,198419,00292000,Duke University,NC,NCAA Division I-FBS,,1,NCAA,3278,3300,6578,Women's Team,,,,,,,,,,,,,,,,2,,1,,3,,,,,,,,,,,,2,,1,3,,,,,,,,,,,,2,,,2,2,,,,2,,,,,,1,,,,1,,,,,,,,,,,,,2,,2,,,,,,,,,,,1,,2,,3,,,,,,,,,,,1,,1,,2,,,2,,2,,,,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,9,6,9,2,26
2018,199120,00297400,University of North Carolina at Chapel Hill,NC,NCAA Division I-FBS,,1,NCAA,7462,11049,18511,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,5,,3,8,,,,,,,,,,,,2,,,2,2,,,1,3,,,,,,,,1,1,2,,,2,,2,,,,,,2,,,1,3,,,,,,,,,,,2,1,1,,4,,,,,,,,,,,2,1,,,3,,,2,1,3,,,,,,,5,,2,7,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,1,1,1,,3,,,,,,,,,,,,,,,,,,,,,11,15,9,10,45
2019,198419,00292000,Duke University,NC,NCAA Division I-FBS,,1,NCAA,3232,3294,6526,Women's Team,,,,,,,,,,,,,,,,2,,1,,3,,,,,,,,,,,,3,,2,5,,,,,,,,,,,,2,,,2,1,,1,,2,,,,,,1,,,,1,,,,,,,,,,,1,,1,,2,,,,,,,,,,,2,,1,,3,,,,,,,,,,,1,,1,,2,1,,1,,2,,,,,,,3,,1,4,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,10,8,8,3,29
2019,199120,00297400,University of North Carolina at Chapel Hill,NC,NCAA Division I-FBS,,1,NCAA,7425,11091,18516,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,5,,2,7,,,,,,,,,,,,2,,2,4,2,1,,,3,,,,,,,,1,,1,,,2,,2,,,,,,1,,1,1,3,,,,,,,,,,,2,,1,,3,,,,,,,,,,,2,,,1,3,,,2,1,3,,,,,,,6,,2,8,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,1,,1,1,3,,,,,,,,,,,,,,,,,,,,,10,14,10,11,45
2020,198419,00292000,Duke University,NC,NCAA Division I-FBS,,1,NCAA,3237,3305,6542,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,3,,2,5,,,,,,,,,,,,2,,,2,1,,1,,2,,,,,,1,,,,1,,,,,,,,,,,1,,1,,2,,,,,,,,,,,2,,2,,4,,,,,,,,,,,1,,1,,2,1,,2,,3,,,,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,9,7,11,3,30
2020,199120,00297400,University of North Carolina at Chapel Hill,NC,NCAA Division I-FBS,,1,NCAA,7365,11129,18494,Women's Team,,,,,,,,,,,,,,,,1,,2,1,4,,,,,,,,,,,,5,,1,6,,,,,,,,,,,,1,,2,3,2,,,,2,,,,,,,,1,,1,,1,1,,2,,,,,,1,,1,1,3,,,,,,,,,,,1,,,1,2,,,,,,,,,,,2,,,2,4,,,2,1,3,,,,,,,5,,1,6,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,1,,1,1,3,,,,,,,,,,,,,,,,,,,,,9,12,8,12,41
2021,198419,00292000,Duke University,NC,NCAA Division I-FBS,,1,NCAA,3283,3506,6789,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,3,,2,5,,,,,,,,,,,,3,,,3,1,,1,,2,,,,,,1,,,,1,,,,,,,,,,,1,,1,,2,,,,,,,,,,,2,,1,,3,,,,,,,,,,,1,,1,,2,1,,1,,2,,,,,,,4,,1,5,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,9,10,9,3,31
2021,199120,00297400,University of North Carolina at Chapel Hill,NC,NCAA Division I-FBS,,1,NCAA,7452,11464,18916,Women's Team,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,8,,,8,,,,,,,,,,,,1,,3,4,2,,,,2,,,,,,,,1,,1,,,2,,2,,,,,,1,,1,1,3,,,,,,,,,,,1,,2,,3,,,,,,,,,,,2,,,1,3,,,2,1,3,,,,,,,5,,2,7,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,1,3,,,,,,,,,,,,,,,,,,,,,9,14,11,9,43
